,movie_ids,sources,ratings,ratings_binary,review_texts
331,argo_2012,critics,rotten,n,"Hold your head high, Argo. But, well, not too high. High-ish."
332,argo_2012,critics,fresh,p,"Students of history will find plenty to carp about, which does slightly spoil the overall effect, but as a searing slice of entertainment Argo is hard to fault."
333,argo_2012,critics,fresh,p,"The subject matter hasn't lost any of its edge, especially with the continued bedlam in the Middle East."
334,argo_2012,critics,fresh,p,"Sometimes, it's the most absurd ideas that make for the most compelling stories and cinema."
335,argo_2012,critics,fresh,p,"After the frame is built, the plan is set in motion, and the tight pace and constant tension zip you along towards one of those finales where, once it's over, you realize that you've been leaning forward and forgot to breathe."
336,argo_2012,critics,fresh,p,Argo is a superb thriller. [Full review in Spanish]
337,argo_2012,critics,fresh,p,Who would have thought that anyone could have pulled off an audience-friendly comedy/drama on the 1979 Iranian hostage crisis?
338,argo_2012,critics,fresh,p,"While Argo does have it's flaws, the film strives for overall authenticity."
339,argo_2012,critics,fresh,p,"Although the partially true story succumbs to some rather silly Hollywood tropes towards the end, ARGO does an engaging job of burnishing both sides of the Affleck coin."
340,argo_2012,critics,fresh,p,"You cannot call it a comedy, you cannot even call it a straight book-to-film adaptation - but you can call Argo so many other things: a satirical political thriller, gripping, tense...and fantastic."
341,argo_2012,critics,fresh,p,"A detailed, true story that has some trouble finding its footing between political thriller and suspense movie."
342,argo_2012,critics,rotten,n,The film plays out in the broadest of broad strokes with Affleck employing a lowest common denominator tone that would make the most hackneyed of Hollywood filmmakers proud.
343,argo_2012,critics,fresh,p,"As a director Affleck's impressive, expanding on the promise he showed in Gone Baby Gone and The Town. He's adopted a much lighter style for Argo, with a zippy curve-ball narrative spins from wit to suspense."
344,argo_2012,critics,fresh,p,You've really got to hand it to Affleck.
345,argo_2012,critics,fresh,p,Both a riveting spy thriller and an emotionally engaging piece of historical filmmaking.
346,argo_2012,critics,fresh,p,"This is a movie best seen with as little knowledge as possible, making the surprises (even the ones that are predictable) that much more entertaining."
347,argo_2012,critics,fresh,p,"It's a smart and hugely enjoyable action thriller as it is, with some wicked humor and a feel-good ending that's manipulative, sure, but was, in part, bequeathed to us by history."
348,argo_2012,critics,fresh,p,"For any audience, it is a thriller that provides constant rising tension and actual thrills."
349,argo_2012,critics,fresh,p,"Not only that Argo is both intelligent and entertaining, it's riveting from start to finish."
350,argo_2012,critics,rotten,n,"The action is exciting, the Hollywood scenes are dryly funny. But we never get to know the people for whom this farcical plot has been invented."
351,argo_2012,critics,fresh,p,"Affleck continues to impress audiences with his keen eye for direction, knowing just when to fall back and allow this top-notch cast the freedom to interpret the events in a way that will most compel viewers."
352,argo_2012,critics,fresh,p,"Affleck is still building up his chops as a director, but the intelligence and ambition he brings to filmmaking are particularly apparent in Argo."
353,argo_2012,critics,fresh,p,"The old saw ""truth is stranger than fiction"" has had its teeth properly sharpened in the superb thriller Argo, a blend of political history and Hollywood hijinks that goes right for the jugular."
354,argo_2012,critics,fresh,p,"The emotional catharsis of Argo isn't what happens onscreen, but the sheer knowledge that the creaky old moviemaking system has put together something this crowd-pleasing and great."
355,argo_2012,critics,fresh,p,"Ben Affleck has delivered a knuckle-muncher of a thriller and a satire on Hollywood, both in one unlikely package."
356,argo_2012,critics,rotten,n,"Sometimes the truth is stranger than fiction. And sometimes it isn't, and it must be bent and twisted out of shape until any authenticity becomes purely theoretical."
357,argo_2012,critics,fresh,p,"The cast helps to keep things moving -- particularly the hilarious interplay between Arkin and Goodman. And is it me, or should Bryan Cranston be in every film released?"
358,argo_2012,critics,rotten,n,Only two scenes do more than hint at the poetic potential of the premise.
359,argo_2012,critics,fresh,p,"Let's just say that the movie's final section is so nail-bitingly tense, thanks to a skillful combination of acting, writing and crosscutting, that it puts Affleck in the big leagues as a director."
360,argo_2012,critics,fresh,p,Entertaining and suspenseful in old-fashioned ways.
361,argo_2012,critics,fresh,p,"Affleck himself turns in a quietly impressive movie star performance. Tony Mendez is a kind of anti-Bourne, comfortable with his anonymity, living off his wits, not his fists."
362,argo_2012,critics,fresh,p,"The details make for a rip-roaring story, which Affleck invests with old-school directorial élan."
363,argo_2012,critics,fresh,p,"Surprisingly enjoyable, given that you may have little prior commitment to this story and only mildly fancy Affleck."
364,argo_2012,critics,fresh,p,"Talent borrows and genius steals, but Affleck does something in between: he mimics."
365,argo_2012,critics,fresh,p,"It's impossible to be bored by a story this good, especially with that cast."
366,argo_2012,critics,fresh,p,Part of what makes this headspinning story believable is the fact that it pans out in an oddly uncomplicated way.
367,argo_2012,critics,rotten,n,"There is an intelligent, funny film waiting to come out of this story; it will have to keep waiting."
368,argo_2012,critics,fresh,p,"With Affleck's continued growth as a director, it makes you want to see what he will deliver next."
369,argo_2012,critics,fresh,p,"For 100 minutes, 'Argo' is close to flawless."
370,argo_2012,critics,fresh,p,"As a director, Ben Affleck is getting into Alan Pakula territory."
371,argo_2012,audience,4.0,n,"Enjoyable action and contains some tension, but it ultimately felt inaccurate and lacked character depth. The story was important to share and perfect for a film. Unfortunately, the characters were abandoned in terms of development in favour of focusing on the plot, and several events were clearly modified for the purposes of drama. On the other hand, the pacing wasn't too slow nor too fast, the acting was believable, the cinematography felt modern, the visual effects were decent, the sets/props/costumes seemed genuine enough, and the soundtrack was catchy and effective."
372,argo_2012,audience,4.5,n,"An edge of your seat movie with dark humor, it recreates the Iran Hostage crisis with incredible attention to detail and tremendous characters.  Ben Affleck does it again with direction as this felt more like a movie from an earlier era- less showy, frenetic and more focused on narrative.  The only knock is there are so many characters, it is hard to develop them all."
373,argo_2012,audience,4.0,n,"Argo ha senza dubbio una sceneggiatura di qualità; che probabilmente pecca di mancanza di azione per essere totalmente adatta al grande schermo.
Forse questo è l'unico punto debole del racconto; il bisogno hollywoodiano di inserire un finale al cardiopalma e denso di suspense, quando probabilmente sarebbe stato meglio attenersi alla storia vera visto il tipo di film.
Molto interessante la narrazione degli eventi che hanno portato a questa assurda missione; a cui giustamente viene data la priorità rispetto al racconto dei personaggi.
Peccato per una prima scena un po' troppo rapida, in cui non si capisce molto bene la sequenza degli eventi."
374,argo_2012,audience,3.0,n,"It might be true that it takes one day to learn to direct, but then it's true that an entire life is not enough to learn writing."
375,argo_2012,audience,5.0,n,Great Movie! Check out Persepolis!
376,argo_2012,audience,3.5,n,"Anxious, engaging, and interesting, but overall, Argo is a commonly played out political thriller."
377,argo_2012,audience,4.5,n,The beginning makes it impossible for me to root for the Americans.  There should be discussions about what happened back then.  I'm guessing there have been discussions and I missed them all.  Movies are important.
378,argo_2012,audience,5.0,n,An old school edge-of-the-seat thriller of the kind they don't seem to make any more. This reminded me what a pity that is.
379,argo_2012,audience,4.5,n,"It was an amazing and intense ride. The only thing I knew about Argo was that it won the Oscar for Best Picture, I didn't expected this incredible film."
380,argo_2012,audience,5.0,n,Very well represented and acting was A1 thoroughly enjoyed it
381,the_dark_knight,critics,fresh,p,A masterpiece within or outside the superhero & comic book genre it explores. Heath Ledger delivers one of the most iconic performances in film history. [Full review in Spanish]
382,the_dark_knight,critics,fresh,p,A rare beast. It's a summer blockbuster with equal parts brain and brawn.
383,the_dark_knight,critics,fresh,p,The famous masked vigilante has never looked or felt more intense.
384,the_dark_knight,critics,fresh,p,"With his smeared whiteface make-up and leering razor-slashed smile, Ledger's Joker is creepy enough to look at, but what he represents is even more chilling."
385,the_dark_knight,critics,fresh,p,The awards hype is warranted.
386,the_dark_knight,critics,fresh,p,"The Dark Knight managed to capture something complex and instinctive about the ""war on terror"" era."
387,the_dark_knight,critics,fresh,p,"A masterpiece. Christopher Nolan's The Dark Knight is not only one of the greatest comic book movies you'll ever see, but also one of the best films of all-time."
388,the_dark_knight,critics,rotten,n,It seems almost cruel to take beloved child archetypes and turn them into projections for adult angst.
389,the_dark_knight,critics,fresh,p,"Heath Ledger gives one of the best performances of the last twenty years. When you watch his take on the Joker, it's one of complete surprise and mystery. It's frightening with how chaotic and mischievous he makes him."
390,the_dark_knight,critics,fresh,p,"Ledger's performance alone is good enough to make The Dark Knight a very good movie, but fortunately this is a film with even more than that -- making it the not just the best film of the summer, but one of the best films of the year."
391,the_dark_knight,critics,fresh,p,The Dark Knight represents a masterpiece in filmmaking as Christopher Nolan takes the Batman Begins sequel to an entirely new level.
392,the_dark_knight,critics,fresh,p,The definitive movie of its genre and the best Batman film to date
393,the_dark_knight,critics,fresh,p,Heath Ledger is great.
394,the_dark_knight,critics,fresh,p,"The movie's a real neo-noir all right, wallowing in darkness, thrilled with how bad we are, and getting such a kick out of our impending doom it cheers you right up."
395,the_dark_knight,critics,fresh,p,"Not just a perfect comic book movie, not just a perfect Batman movie, but darn-near a perfect movie, full stop."
396,the_dark_knight,critics,fresh,p,"A film is only as good as its villain. By that standard, The Dark Knight achieves true greatness."
397,the_dark_knight,critics,fresh,p,"The Dark Knight always ought to be played on the biggest screen possible, and played loud, like a Led Zepplin song. Director Christopher Nolans' skyscapes, the helicopter shots and views from the 200th floor, are IMAX at its best."
398,the_dark_knight,critics,fresh,p,"It might not be the most fun superhero movie ever made, but it's certainly the most mature, complex and intriguing of them all. [Full review in Spanish]"
399,the_dark_knight,critics,fresh,p,"The Dark Knight may not supply a happy ending, but there is a feeling of exhilaration as Batman rides off from the pursuing cops, and the realization that this is another big step forward for comic book movies."
400,the_dark_knight,critics,fresh,p,The action sequences are like being injected with a shot of adrenalin straight into the heart.
401,the_dark_knight,critics,fresh,p,"This may seem like faint praise, but about the highest compliment I can give Christopher Nolan's The Dark Knight right now is to say that there were many long stretches during which I didn't even realize it was a superhero movie"
402,the_dark_knight,critics,rotten,n,"Too much psychology and not enough pop. It's possible to be too serious, you know."
403,the_dark_knight,critics,fresh,p,You will feel utterly numb after the screening of The Dark Knight. The film is bleak and brilliant.
404,the_dark_knight,critics,rotten,n,"This is an impressive film in many ways, and Nolan directs with real confidence, yet the overall result feels cumbersome."
405,the_dark_knight,critics,fresh,p,Among the great strengths of The Dark Knight is the way it combines hardboiled naturalism with the kind of stunts and setpieces you expect in summer blockbusters.
406,the_dark_knight,critics,fresh,p,"To talk of Heath Ledger's performance is difficult, merely because, as gigantic as it is, it is only one important feature of an intricately wrought canvas."
407,the_dark_knight,critics,fresh,p,"The Dark Knight is probably the smartest and most stylish action movie since the ""The Matrix."" It thinks and philosophizes. The subject it thinks and philosophizes about, perhaps not surprisingly, considering the times, is the Iraq war."
408,the_dark_knight,critics,fresh,p,"An exceptionally smart, brooding picture with some terrific performances."
409,the_dark_knight,critics,fresh,p,"The Dark Knight is a film that's fantastic on the action front, seeds its acrobatics in its own reality, and always feels relevant even when its ideas are drowned out by clatter."
410,the_dark_knight,critics,fresh,p,"Christopher Nolan is much, much smarter than your average filmmaker."
411,the_dark_knight,critics,rotten,n,Flawed and overrated.
412,the_dark_knight,critics,fresh,p,"The symbiosis of good and evil is the film's philosophical core, and images of duality and cloaked identity are strewn through it like shards from a fun house mirror."
413,the_dark_knight,critics,fresh,p,[Ledger's] manic zest gives the film its energy.
414,the_dark_knight,critics,fresh,p,"You will exit the cinema with an enhanced respect for Nolan's intelligence, for Wally Pfister's pin-sharp cinematography, and, sadly, for an acting talent tragically curtailed."
415,the_dark_knight,critics,fresh,p,"Shouldn't Nolan, marvellous as his directing here is, be creating original films rather than rebooting and retooling franchise fare?"
416,the_dark_knight,critics,fresh,p,"Watching the first dizzying, vertiginous overhead shot of the glittering skyscrapers and minuscule streets, I literally forgot to breathe for a second or two, and found myself teetering forward on my seat..."
417,the_dark_knight,critics,rotten,n,"Now you see it, now you don't."
418,the_dark_knight,critics,fresh,p,"It has chases and crashes and fight scenes, including a somersaulting truck, but when it is over it is the wrenching choices, the internal confrontations, that reverberate."
419,the_dark_knight,critics,fresh,p,"I'm betraying my childhood to concede this, but Nolan has finally topped Tim Burton's two twisted spectaculars."
420,the_dark_knight,critics,rotten,n,Christopher Nolan's latest exploration of the Batman mythology steeps its muddled plot in so much murk that the Joker's maniacal nihilism comes to seem like a recurrent grace note.
421,the_dark_knight,audience,5.0,n,A cinematic masterpiece about the war against terror and definitely the most accurate Batman movie vibe ever made
422,the_dark_knight,audience,5.0,n,"My favorite of the trilogy, the plot is very good, heath ledger portrayed a unsettling, psychotic villain, which is the best joker performance yet. The interrogation scene is just amazing. This is one of the best batman films, Christopher Nolan did a very good job on this film"
423,the_dark_knight,audience,4.5,n,This is the best movie in the trilogy. Ledger brings this home offering the best characterization of the Joker. Sometimes Ledger makes the Joker legit scary. Something I haven't experienced before.
424,the_dark_knight,audience,5.0,n,"It's a perfect movie. Everything is well done, the acting is all very good, the special effects adequate, a great direction from Nolan, all the character arcs well done and a joker who always steals the show. Side by Side with Spider-Man 2 in terms of best super hero film (my opinion). (10/10)"
425,the_dark_knight,audience,5.0,n,"While ""Batman Begins"" laid the cinematic groundwork for a gritty narrative on the Caped Crusader, this movie miraculously exceeds its predecessor by highlighting the moral dilemma of vigilantism, accompanied with many twists and turns. The titular protagonist exhibits enough screen time of brains and brawn, but it is Ledger's portrayal of the Joker that steals the show as he constantly pushes the hero to his limits, raising the stakes in a battle between order versus chaos. Even though the fight choreography is arguably mediocre, I appreciate the more realistic direction as intended. ""The Dark Knight"" remains the gold standard for the superhero genre."
426,the_dark_knight,audience,5.0,n,One of the best Comic book movies Ever
427,the_dark_knight,audience,5.0,n,This might just be my favorite superhero movie. It’s a masterpiece
428,the_dark_knight,audience,5.0,n,Easily the best comic book adaptation of my generation. Outstanding!!!
429,the_dark_knight,audience,5.0,n,"Literally the best super hero movie ever made, it ticks all the boxes. I will watch it time and time again"
430,the_dark_knight,audience,5.0,n,Till now is the greatest superhero movie
431,the_dark_knight,audience,5.0,n,everything you want in a Batman movie
432,the_dark_knight,audience,5.0,n,"Best villain ever! 
Read about all the Heath impromptu scenes."
433,the_dark_knight,audience,4.0,n,"This movie is so full and rich of quality all the way around — sound, effects, locations, sets, film, editing, acting, plot, storyline. The director really brought everything to full manifestation. It will eternally be a well rounded good movie for the ages."
434,selma,critics,fresh,p,"There's a lump in your throat at the of ""Selma,"" a movie that wisely takes a a snapshot of King's life from the moment he wins the Nobel Peace Prize in 1964 through the Selma march in 1965."
435,selma,critics,fresh,p,The controversial story of America's civil rights marches prickles with violence and emotion.
436,selma,critics,fresh,p,"A historical document, but so alive and timely, it is essential viewing almost fifty years after King's assassination."
437,selma,critics,fresh,p,Selma is the best kind of biopic (if you can even call it that).
438,selma,critics,fresh,p,"One of the most effective, well-crafted historical biopics that I've ever seen... giving us a moment in history that feels immediately familiar to the moment we are currently living in."
439,selma,critics,fresh,p,"Wisely uses affective montages, orchestral music, tight pacing, and award-worthy acting to supplement the intense recreations of iconic undertakings."
440,selma,critics,fresh,p,Truly a film that must be seen by today's youth so that we can keep Selma and Ferguson from happening in the future.
441,selma,critics,fresh,p,"Selma is worthy of my highest recommendation. Hopefully like me, you'll clap once the end credits roll."
442,selma,critics,fresh,p,"The acting is exquisite, and DuVernay directs with a sure and confident hand. It's not only the story of Martin Luther King Jr.; it's the story of the American People."
443,selma,critics,fresh,p,"Leaves audiences moved and shaken; this is a movie that will resonate and be remembered for a very, very long time."
444,selma,critics,fresh,p,"In bringing together the personal, the political, and the historic, DuVernay has crafted a film that will be remembered and studied for years to come."
445,selma,critics,fresh,p,"...offering not only a superbly-realized presentation of a particular series of events, but also a sense of what it meant to live through the historical period in question."
446,selma,critics,fresh,p,It's the weight of history that gives Selma so much emotional heft.
447,selma,critics,fresh,p,"...[I]n zooming in on one moment, director DuVernay and writer Paul Webb really force us to live in the trial by fire that was the American South in 1965."
448,selma,critics,fresh,p,"As director, DuVernay employs a style of storytelling... that makes it possible for audiences to find the film engrossing, entertaining, and educational."
449,selma,critics,fresh,p,"Selma is spectacularly staged, impressively acted and narratively satisfying. But it is also something much, much more and we need much, much more like it."
450,selma,critics,fresh,p,"Selma tells a great story about a triumphant moment in civil rights history and the losses it took to get that win, but it doesn't nostalgically let us forget that this moment is just a chapter break in a longer war that still rages on today."
451,selma,critics,fresh,p,There is nothing saccharine about Selma. DuVernay does justice to the illustrious subject matter... and that's no mean feat.
452,selma,critics,fresh,p,A very satisfying picture.
453,selma,critics,fresh,p,"In a time where dedicated activists are speaking their own truths to leaders who are often even less responsive, movies such as Selma feel more essential than ever."
454,selma,critics,fresh,p,"One of the most effective, well-crafted historical biopics that I've ever seen... giving us a moment in history that feels immediately familiar to the moment we are currently living in."
455,selma,critics,fresh,p,"Excellent acting, very good directing, a good tight script -- a little bit of pacing issues and... other characters are nowhere near as investing as Martin Luther King is."
456,selma,critics,fresh,p,"If you don't mind the technical confusion it's a gripping story, and a great credit to DuVernay and co-writer Paul Webb who were unable to use King's original speeches for copyright reasons."
457,selma,critics,fresh,p,"Ava DuVernay's Selma is a beautifully observed drama of public and private lives, of personal narratives and historic moments."
458,selma,critics,fresh,p,"Selma is an always-gripping, often-bruising film, with fantastic performances and a solidly written script that contextualizes King's work in an effectively impactful way."
459,selma,critics,fresh,p,I this movie has some of the most powerful moments I've seen I think all year.
460,selma,critics,fresh,p,"Selma is an important movie, yes, but it is also a great one."
461,selma,critics,fresh,p,"There are no wasted moments here. There are no wasted characters. The film is as much about Martin Luther King Jr. as it is about the people he worked with, and fought for."
462,selma,critics,fresh,p,"It is a very, very good movie, beautifully shot by Bradford Young and deftly, almost astonishingly well-directed by relative newcomer Ava DuVernay."
463,selma,critics,fresh,p,David Oyelowo breathes such life into it and makes you feel like you're seeing this person for the first time.
464,selma,critics,fresh,p,"It's extremely difficult to portray a legendary historical figure in a way that does justice to both that figure's momentousness and his humanity, but Oyelowo has found a way to do it."
465,selma,critics,fresh,p,"Even if DuVernay stumbles a bit when it comes to political sausage-making (really, who knows?), the film is dramatically tight and emotionally true."
466,selma,critics,fresh,p,"So, is Selma the film I wanted? No. Is is a good film? Yes, but it's not great."
467,selma,critics,fresh,p,A monumental achievement.
468,selma,critics,fresh,p,"The timeliness of the picture, coupled with the immediacy of the filmmaking, renders 'Selma' more powerful than even its skilled creators could've possibly intended."
469,selma,critics,fresh,p,"Selma isn't a discrete story of one moment in time that we can observe safely from the sidelines. It is all around us, every day."
470,selma,critics,fresh,p,"In compact, economical form, DuVernay sets out her table: the juxtaposition of domestic intimacy and institutional violence; the tension between the personal and political; the vivid interplay between the historical and the contemporary."
471,selma,critics,fresh,p,In some ways it's beyond criticism as the first-ever major movie about this heroic campaigner.
472,selma,critics,fresh,p,The famed American civil-rights leader Martin Luther King Jr has been strangely under-represented in the cinema. Ava DuVernay's excellent third film thankfully puts this continued omission right.
473,selma,critics,fresh,p,"Selma is a rousing political drama, made with enough verve and passion never merely to seem didactic. Its near complete absence from this year's Oscar nominations is baffling and suggests a double standard."
474,selma,audience,3.5,n,"This was a hugely enlightening viewing experience. I wasn't aware of even half of the finer details portrayed about the marches and how there were so many other leaders under MLK that did a lot of the hard work like that. I had imagined he had a huge cult of personality surrounding him and that he just mustered people to his side whenever he wanted to organize and can see now that that was never the case. I do wish he'd been given the Malcolm X treatment though; this moment in history was certainly worthy of its own movie like this, but I find myself wanting to see more of his life elaborated upon. I did prefer The Butler over this movie for a few reasons that mostly boil down to that movie having simpler source material to adapt; this movie was super chaotic by comparison and because its source material didn't go off without a hitch, watching it happen as a movie leads to non-ideal lurches in pace. It didn't help that this one had so many historical figures in it whose names I was just not at all familiar with & who were so numerous that few received much screentime, causing some confusion in me as I sat through this one."
475,selma,audience,5.0,n,"This is a reminder of the dangers black people faced, and continue to face, simply attempting to access the rights that are promised to them by our corrupt governmen(s)."
476,selma,audience,5.0,n,Historical and moving. this film was played in my high school History class and it was some of the best class days this year. I found myself immersed in the film and I cared a lot about what happened. The film itself was well paced and fairly easy to follow although it was paused several times during the class for explanations. The struggles depicted in this movie are brutal and shocking which largely make up the films conflict. Including the brutality of the police and racism of the town of Selma the film also includes President Johnson who's performance was one of the best as he truly seems like the actual President Johnson. His character is one of the most complicated as he wants to help the protagonist MLK give African Americans the right to vote but he also has other priorities. When MLK won't take no for an answer Johnson makes some dirty moves on Martin in order to stop him from marching on the capitol. He seems to have good intentions but isn't making his citizens right to vote his priority and he also uses harsh language later in the film when speaking with the intolerant governor of Selma. The lead and protagonist Martin Luthor King is a charismatic and driven character. He makes for an incredibly compelling character as he isn't portrayed as perfect by any means but the film intelligently is able to display his flaws and mistakes while still treating him like the hero he is to the civil rights movement. The supporting cast while not playing huge roles in the film or having much character arcs still contribute to the film and every character they follow has their moment good or bad. The end is a little choppy with the use of text to explain what happens after the events of the film but showing what actually happens after the film with the exception of MLK would not have made for a compelling movie and honestly aren't stories worth telling so why they chose to use text is understandable. Overall the film takes an incredible story of a political strategist and minister who through planning and sacrifice was able to lead the African American community to gaining the right to vote. The film is filled with powerful triumph and sadness as obstacles and loss is dealt with but perseverance jumped over the hurdles were able to bring change to a time that treated some Americans as less of a person.
477,selma,audience,5.0,n,There's only one word that can describe this film: Beautiful. Extremely well made.
478,selma,audience,4.5,n,"Ciò che più colpisce di Selma è l'estrema eleganza con cui viene narrata l'intera vicenda; si racconta di pagine nere della storia americana e di personaggi infimi; lo si fa senza far mancare nulla eppure senza essere troppo espliciti o violenti più del dovuto.
Il ritratto di Luther King jr è completo, introspettivo e molto personale; colpisce come si riesca a rendere perfetta la presenza del personaggio; come se lo si conoscesse per davvero.
Il tutto completato da una canzone meravigliosa e meritatamente premiata con un Oscar.
Qualche immagine di repertorio in più su ciò che realmente accadde, sarebbe stata gradita."
479,selma,audience,5.0,n,"The greatest movie about MLK, Jr.!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
480,selma,audience,5.0,n,Very touching movie that the whole world has to see!
481,selma,audience,4.0,n,"I saw this movie when it came out, I was much younger then I am now, and it had a powerful effect on me. Rewatching it now it leaves much to be desired but in the time frame it was released it was powerful."
482,selma,audience,4.0,n,"Except for the portrayal of Lyndon B Johnson, this was an exceptional film! David Oyelowo is incredible as Martin Luther King jr that its shocking to believe he wasn’t nominated for an oscar."
483,selma,audience,0.5,p,Very boring. Didn't reach the end.
484,it_happened_one_night,critics,fresh,p,"The quintessential pre-Code rom-com, laying out the template for a formula that exists to this day."
485,it_happened_one_night,critics,fresh,p,"It Happened One Night is a sparkling, amusing, clean and thoroughly delightful Columbia picture which this writer would enjoy seeing a second time."
486,it_happened_one_night,critics,fresh,p,"It makes no difference where you see it, just so long as you see it. But if I were you, I'd see it now. And you've got to see it, for it's straight, genuine fun."
487,it_happened_one_night,critics,fresh,p,"The co-stars are a refreshing team with their good looks, bonhomie, and talent."
488,it_happened_one_night,critics,fresh,p,It is my broad opinion as a motion picture fan that It Happened One Night is one of the most entertaining films that has ever been offered to the public.
489,it_happened_one_night,critics,fresh,p,There is a growing conviction in this corner that Mr. Frank Capra is by far Hollywood's most reliable director.
490,it_happened_one_night,critics,fresh,p,Their misadventures are so hilarious that audiences give themselves up to one long spasm of laughter from the first shot to the last but behind all the hilarity there is tenderness and sympathy.
491,it_happened_one_night,critics,fresh,p,The surprise in this film is the discovery of Clark Gable as a comedian of considerable charm and ability.
492,it_happened_one_night,critics,fresh,p,"In case you've missed the point of all this, we enjoyed It Happened One Night tremendously. We can't, to be entirely honest, remember when we've had quite as good a time at a movie."
493,it_happened_one_night,critics,fresh,p,"Gable plays the determined and resourceful newshound in his accustomed forthright manner, with a restraint that helps to make the story believable."
494,it_happened_one_night,critics,fresh,p,"Clark Gable does possibly his best work to date and reveals more of a carefree comedy tendency than heretofore. The Colbert performance, too, is excellent."
495,it_happened_one_night,critics,fresh,p,"The audience gets tired of waiting for what it knows to be inevitable. The redeeming features, however, are the bright and breezy performances by Gable and Miss Colbert."
496,it_happened_one_night,critics,fresh,p,It is the kind of light entertainment that audiences always like very much.
497,it_happened_one_night,critics,fresh,p,Claudette Colbert is a particularly happy foil for Gable. They ought to be teamed up again.
498,it_happened_one_night,critics,fresh,p,"The film is handled by Director Frank Capra in light and easy manner, built on a series of amusing trivialities."
499,it_happened_one_night,critics,fresh,p,Director Frank Capra's masterful hand delicately and lavishly operates each scene. [Full review in Spanish]
500,it_happened_one_night,critics,fresh,p,"[It Happened One Night] is a comedy-romance of much more than usual merit. Frank Capra, director, has taken a mediocre and rather hackneyed story, with trite situations. and made it into a grand bit of entertainment."
501,it_happened_one_night,critics,fresh,p,"This picture has the pulse. With Clark Gable and Claudette Colbert ideally cast, and... Walter Connolly and Roscoe Karns helping things along, it is just about guaranteed to cure any fit of the blues, and maybe even a headache."
502,it_happened_one_night,critics,fresh,p,"It is lively, amusing, rapid of situation and dialogue, varied as to setting, and performed by two able [stars]."
503,it_happened_one_night,critics,fresh,p,"The supporting cast is an excellent one with such names as Walter Connolly, Roscoe Karns, Alan Hale, Blanche Frederici and a score or so of others"
504,it_happened_one_night,critics,fresh,p,"The co-stars are a refreshing team with their good looks, bonhomie, and talent."
505,it_happened_one_night,critics,fresh,p,The surprise in this film is the discovery of Clark Gable as a comedian of considerable charm and ability.
506,it_happened_one_night,critics,fresh,p,"Gable plays the determined and resourceful newshound in his accustomed forthright manner, with a restraint that helps to make the story believable."
507,it_happened_one_night,critics,fresh,p,It is the kind of light entertainment that audiences always like very much.
508,it_happened_one_night,critics,fresh,p,Claudette Colbert is a particularly happy foil for Gable. They ought to be teamed up again.
509,it_happened_one_night,critics,fresh,p,"This picture has the pulse. With Clark Gable and Claudette Colbert ideally cast, and... Walter Connolly and Roscoe Karns helping things along, it is just about guaranteed to cure any fit of the blues, and maybe even a headache."
510,it_happened_one_night,critics,fresh,p,One of the most enjoyable romantic comedies released in many months.
511,it_happened_one_night,critics,fresh,p,"[It Happened One Night] is a swell picture which will be aided considerably in its popularity by the fact that it brings together, for the first time, Clark Gable and Claudette Colbert."
512,it_happened_one_night,critics,fresh,p,"[The characters] are, indeed, so pleasant and human that one feels a positive regret that it is impossible to shake hands with celluloid figures."
513,it_happened_one_night,critics,fresh,p,"A director can be gauged by his handling of players, and if Frank Capra still needed to be recommended to our consideration his direction of stars in his latest film would do so."
514,it_happened_one_night,critics,fresh,p,"Frank Capra, who directed, has turned out a more than workmanlike job. The production is charming, cheerful and clever. The action may be slight and there are no big dramatic sequences, but the story moves along quickly and adroitly."
515,it_happened_one_night,critics,fresh,p,It Is pleasant to travel across the United States with these two bickering vagabonds.
516,it_happened_one_night,critics,fresh,p,It's all about the snappy dialogue and simmering tension between these hugely charismatic stars.
517,it_happened_one_night,critics,fresh,p,"A charming, human, believable story, with charming, human, believable characters."
518,it_happened_one_night,critics,fresh,p,"It's probably more historically important than it is a masterpiece (the last 20 minutes take the missed conections and misunderstandings an inch too far), but it's still very easy to fall in love with."
519,it_happened_one_night,critics,fresh,p,"The direction is excellent. Frank Capra never lets his picture lag for a moment. It is never very exciting, but it moves along snappily and it is full of amusing situations."
520,it_happened_one_night,critics,fresh,p,"Perhaps not the greatest of the screwball comedies, but Frank Capra's It Happened One Night is one of the racier."
521,it_happened_one_night,critics,fresh,p,"It's nearly impossible to find anyone who doesn't love it. Or doesn't feel, in some way, that it speaks to them."
522,it_happened_one_night,critics,fresh,p,"As buoyant and elegant as bubbles in a glass of champagne, Frank Capra's sublime 1934 comedy... survives triumphantly because of its wit, charm, romantic idealism and its shrewd sketch of married life."
523,it_happened_one_night,critics,fresh,p,It Happened One Night is pure delight.
524,it_happened_one_night,audience,2.5,p,"50% rating. Decent film to pass the time. Not really my cup of tea, but decent overall."
525,it_happened_one_night,audience,5.0,n,10.2021 Güzel film beğendik siyah beyaz filmleri beğenmeyen kadınlara izletiniz. :)
526,it_happened_one_night,audience,4.0,n,A solid noir romance. The performances are both outstanding and the ending is very satisfying.
527,it_happened_one_night,audience,5.0,n,"It Happened One Night is amazing, a classic that has aged but remains very current, Clark Gable and Claudette Colbert deliver both comedic and well-crafted performances."
